Case number,Block,IUCR,Location Description,Beat,Ward,FBI Code,Hour,Weekday,Monthday,Month,Violent
HH365368,010XX N CICERO AVE,033A,GAS STATION,1111,37,03,19,5,11,5,0
HH360165,012XX E 69TH ST,041A,RESIDENCE PORCH/HALLWAY,0321,5,04B,12,3,9,5,0
HH464901,020XX W JARVIS AVE,051A,STREET,2424,49,04A,21,0,24,6,0
HH369601,069XX S PAULINA ST,051A,STREET,0735,17,04A,19,0,13,5,0
HH363847,025XX W JACKSON BLVD,041A,CHA HALLWAY/STAIRWELL/ELEVATOR,1125,2,04B,2,5,11,5,0
HH371020,065XX S PEORIA ST,041A,STREET,0723,17,04B,12,1,14,5,0
HH373226,033XX N ODELL AVE,051A,RESIDENCE,1631,36,04A,20,1,12,3,0
HH372497,003XX W SUPERIOR ST,031A,SIDEWALK,1831,42,03,0,2,15,5,0
HH467263,029XX N MILWAUKEE AVE,031A,STREET,1412,35,03,20,1,25,6,0
HH461141,005XX E 111TH ST,031A,SIDEWALK,0531,9,03,6,6,23,6,0
HH369060,003XX E 51ST ST,031A,STREET,0234,3,03,14,0,13,5,0
HH364912,0000X S STATE ST,033A,SMALL RETAIL STORE,0123,42,03,15,5,11,5,0
HH360569,040XX W CHICAGO AVE,031A,STREET,1111,37,03,16,3,9,5,0
HH373761,051XX S COTTAGE GROVE AVE,031A,STREET,0234,4,03,9,2,15,5,0
HH373901,106XX S STATE ST,1010,RESIDENCE,0512,34,09,17,2,15,5,0
HH374822,029XX N MAPLEWOOD AVE,1020,VEHICLE NON-COMMERCIAL,1411,1,09,0,3,16,5,0
HH374446,022XX W WASHBURNE AVE,041A,RESIDENCE PORCH/HALLWAY,1224,2,04B,21,2,15,5,0
HH372760,014XX W 21ST ST,041A,STREET,1222,25,04B,8,2,15,5,0
HH372609,077XX S ALBANY AVE,051A,SIDEWALK,0835,18,04A,4,2,15,5,0
HH370138,062XX S MAPLEWOOD AVE,041A,STREET,0825,15,04B,23,0,13,5,0
HH374639,063XX S RICHMOND ST,041B,RESIDENCE PORCH/HALLWAY,0823,15,04B,22,2,15,5,0
HH372202,014XX W DIVISION ST,033A,GAS STATION,1433,1,03,21,1,14,5,0
HH370038,067XX N GREENVIEW AVE,033A,STREET,2432,40,03,22,0,13,5,0
HH375015,021XX N MERRIMAC AVE,1020,VEHICLE NON-COMMERCIAL,2512,29,09,5,3,16,5,0
HH373213,012XX S KOLIN AVE,031A,RESIDENCE PORCH/HALLWAY,1011,24,03,12,2,15,5,0
HH372534,076XX S STEWART AVE,031A,SIDEWALK,0621,17,03,1,2,15,5,0
HH373522,015XX S KOMENSKY AVE,051A,RESIDENCE,1012,24,04A,13,2,15,5,0
HH467731,014XX W SUPERIOR ST,1753,APARTMENT,1324,27,02,22,0,24,6,1
HH374398,082XX S SOUTH SHORE DR,041A,STREET,0424,7,04B,20,2,15,5,0
HH374349,014XX N TALMAN AVE,051A,SIDEWALK,1423,26,04A,20,2,15,5,0
HH374276,021XX S ALBANY AVE,041A,SIDEWALK,1022,24,04B,20,2,15,5,0
HH374738,010XX N FRANCISCO AVE,051A,SIDEWALK,1311,26,04A,23,2,15,5,0
HH374500,034XX N ALBANY AVE,031A,SIDEWALK,1733,33,03,21,2,15,5,0
HH374707,084XX S COLFAX AVE,031A,SIDEWALK,0423,7,03,23,2,15,5,0
HH374515,019XX N WOLCOTT AVE,051A,ALLEY,1434,32,04A,21,2,15,5,0
HH374860,008XX N SEDGWICK ST,041A,ALLEY,1823,27,04B,0,3,16,5,0
HH371562,009XX W WEBSTER AVE,031A,BANK,1812,43,03,16,1,14,5,0
HH369818,008XX N KEELER AVE,031A,STREET,1111,37,03,21,0,13,5,0
HH372583,056XX W CHICAGO AVE,031A,STREET,1511,29,03,3,2,15,5,0
HH373948,061XX W HENDERSON ST,1020,VEHICLE NON-COMMERCIAL,1633,36,09,4,1,14,5,0
HH374086,001XX N PINE AVE,051A,ALLEY,1523,28,04A,18,2,15,5,0
HH372634,046XX S WASHTENAW AVE,031A,STREET,0912,12,03,5,2,15,5,0
HH374233,079XX S ESCANABA AVE,041B,ALLEY,0422,7,04B,18,2,15,5,0
HH374380,032XX S LEAVITT ST,051A,STREET,0913,12,04A,20,2,15,5,0
HH370176,003XX E GARFIELD BLVD,031A,RESTAURANT,0234,3,03,0,1,14,5,0
HH467278,004XX N OAKLEY BLVD,031A,TAXICAB,1313,26,03,18,1,25,6,0
HH375005,043XX W CORTEZ ST,1020,VEHICLE NON-COMMERCIAL,1111,37,09,4,3,16,5,0
HH372119,055XX S MARSHFIELD AVE,041A,ALLEY,0715,15,04B,20,1,14,5,0
HH372548,079XX S LA SALLE ST,031A,STREET,0623,17,03,6,2,15,5,0
HH372588,049XX S STATE ST,041A,CHA PARKING LOT/GROUNDS,0231,3,04B,2,2,15,5,0
HH368292,079XX S LOWE AVE,051A,RESIDENCE,0621,17,04A,9,0,13,5,0
HH371914,083XX S INGLESIDE AVE,051A,STREET,0632,8,04A,19,1,14,5,0
HH374277,058XX W NORTH AVE,031A,TAVERN/LIQUOR STORE,2531,29,03,19,2,15,5,0
HH373454,017XX N NEVA AVE,041A,STREET,2513,36,04B,13,2,15,5,0
HH376462,060XX S INDIANA AVE,031A,OTHER,0311,20,03,13,3,16,5,0
HH376239,033XX W POLK ST,1753,RESIDENCE,1134,24,02,0,2,20,3,1
HH376300,003XX W MONTROSE HARBOR DR,051A,PARK PROPERTY,2323,46,04A,16,3,16,5,0
HH376935,020XX W MADISON ST,031A,PARKING LOT/GARAGE(NON.RESID.),1332,2,03,20,3,16,5,0
HH377070,019XX W BERTEAU AVE,031A,SIDEWALK,1922,47,03,22,3,16,5,0
HH377120,078XX S CREGIER AVE,031A,SIDEWALK,0414,8,03,23,3,16,5,0
HH375948,069XX N WESTERN AVE,031A,TAVERN/LIQUOR STORE,2411,50,03,14,3,16,5,0
HH377041,021XX E 78TH ST,031A,SIDEWALK,0414,8,03,22,3,16,5,0
HH377190,008XX W 61ST ST,1090,APARTMENT,0712,16,09,0,4,17,5,0
HH377157,028XX N MILWAUKEE AVE,1090,VEHICLE NON-COMMERCIAL,1412,35,09,23,3,16,5,0
HH376621,077XX S WINCHESTER AVE,031A,RESIDENCE,0611,18,03,18,3,16,5,0
HH374557,038XX N DRAKE AVE,041A,SIDEWALK,1732,35,04B,22,2,15,5,0
HH375500,016XX W 51ST ST,031A,STREET,0931,16,03,11,3,16,5,0
HH372183,015XX S HAMLIN AVE,051A,STREET,1014,24,04A,20,1,14,5,0
HH376797,111XX S MICHIGAN AVE,031A,ALLEY,0531,9,03,19,3,16,5,0
HH374554,011XX E 47TH ST,033A,SIDEWALK,2124,4,03,20,2,15,5,0
HH373340,053XX S HAMILTON AVE,031A,RESIDENCE,0915,16,03,12,2,15,5,0
HH375021,080XX S SANGAMON ST,051A,RESIDENCE,0621,21,04A,4,3,16,5,0
HH367695,073XX S STATE ST,033A,SIDEWALK,0323,6,03,23,6,12,5,0
HH373100,015XX S KILBOURN AVE,031A,STREET,1012,24,03,10,2,15,5,0
HH374855,014XX N SEDGWICK ST,051A,RESIDENCE,1821,27,04A,0,3,16,5,0
HH376383,080XX S ELIZABETH ST,051A,STREET,0612,21,04A,16,3,16,5,0
HH377243,002XX W 103RD ST,041A,ALLEY,0511,9,04B,1,4,17,5,0
HH374820,048XX W WOLFRAM ST,041A,SIDEWALK,2521,31,04B,0,3,16,5,0
HH376021,099XX S HALSTED ST,041A,VEHICLE NON-COMMERCIAL,2232,34,04B,14,3,16,5,0
HH371282,068XX S PRAIRIE AVE,041A,RESIDENCE PORCH/HALLWAY,0322,20,04B,14,1,14,5,0
HH372617,059XX S STATE ST,031A,SIDEWALK,0233,20,03,4,2,15,5,0
HH373537,040XX S FEDERAL ST,051A,STREET,0214,3,04A,14,2,15,5,0
HH374171,048XX W GEORGE ST,051B,STREET,2521,31,04A,18,2,15,5,0
HH360084,022XX N CICERO AVE,051A,STREET,2522,31,04A,13,3,9,5,0
HH378245,020XX W 70TH ST,1020,ABANDONED BUILDING,0735,17,09,13,4,17,5,0
HH378932,019XX S SANGAMON ST,051A,STREET,1233,25,04A,19,4,17,5,0
HH372476,046XX N SHERIDAN RD,041A,SIDEWALK,2312,46,04B,0,2,15,5,0
HH378145,018XX S HARDING AVE,031A,ALLEY,1014,24,03,13,4,17,5,0
HH377108,046XX N CLARK ST,031A,BAR OR TAVERN,2311,47,03,22,3,16,5,0
HH379628,031XX W 24TH ST,031A,STREET,1033,24,03,2,5,18,5,0
HH378878,055XX N CLARK ST,031A,GROCERY FOOD STORE,2013,48,03,19,4,17,5,0
HH377311,045XX S WESTERN AVE,051A,STREET,0914,12,04A,2,4,17,5,0
HH379621,013XX E 75TH ST,031A,STREET,0411,5,03,3,5,18,5,0
HH376177,030XX E CHELTENHAM PL,031A,RESIDENCE PORCH/HALLWAY,0421,7,03,19,2,15,5,0
HH378231,063XX S CORNELL DR,041A,PARKING LOT/GARAGE(NON.RESID.),0331,5,04B,18,2,8,5,0
HH374774,062XX S COTTAGE GROVE AVE,051A,APARTMENT,0313,20,04A,22,2,15,5,0
HH379593,075XX S SOUTH CHICAGO AVE,031A,STREET,0624,5,03,3,5,18,5,0
HH378780,050XX S WESTERN AVE,031A,GAS STATION,0915,16,03,18,4,17,5,0
HH377076,018XX E 71ST ST,041A,APARTMENT,0333,5,04B,22,3,16,5,0
HH375912,003XX W 79TH ST,033A,ALLEY,0623,17,03,14,3,16,5,0
HH376761,077XX S EBERHART AVE,031A,SIDEWALK,0624,6,03,19,3,16,5,0
HH377081,078XX S VERNON AVE,033A,STREET,0624,6,03,22,3,16,5,0
HH374391,132XX S GREENWOOD AVE,041A,CHA APARTMENT,0533,9,04B,21,2,15,5,0
HH379180,003XX E 35TH ST,041A,GAS STATION,2112,2,04B,22,4,17,5,0
HH379115,016XX N WESTERN AVE,031A,ALLEY,1434,1,03,21,4,17,5,0
HH379646,048XX S LA CROSSE AVE,1020,VEHICLE NON-COMMERCIAL,0814,23,09,3,5,18,5,0
HH375819,017XX N MILWAUKEE AVE,033A,STREET,1434,32,03,13,3,16,5,0
HH377122,053XX S GREENWOOD AVE,031A,STREET,2131,5,03,23,3,16,5,0
HH379559,024XX S TROY ST,031A,STREET,1033,24,03,2,5,18,5,0
HH379468,109XX S PRINCETON AVE,033B,STREET,0513,34,03,1,5,18,5,0
HH378218,083XX S PULASKI RD,031A,SMALL RETAIL STORE,0834,18,03,13,4,17,5,0
HH379040,080XX S KIRKLAND AVE,031A,STREET,0834,13,03,20,4,17,5,0
HH379375,036XX W MONTROSE AVE,041B,STREET,1723,33,04B,20,4,17,5,0
HH376634,043XX S CICERO AVE,051A,CHA APARTMENT,0814,23,04A,18,3,16,5,0
HH358414,055XX W DIVERSEY AVE,051A,GAS STATION,2514,30,04A,18,2,8,5,0
HH311660,055XX S BISHOP ST,041A,SIDEWALK,0713,16,04B,19,1,16,4,0
HH381398,013XX S TRIPP AVE,041A,SIDEWALK,1011,24,04B,23,5,18,5,0
HH373765,011XX W 51ST ST,031A,STREET,0934,16,03,15,2,15,5,0
HH372429,006XX N TROY ST,041A,STREET,1313,27,04B,23,1,14,5,0
HH380982,101XX S AVENUE L,041A,OTHER,0432,10,04B,19,5,18,5,0
HH379182,021XX W HIGHLAND AVE,051A,DRIVEWAY - RESIDENTIAL,2413,50,04A,21,4,17,5,0
HH381484,006XX W 16TH ST,051A,RESIDENCE,1233,25,04A,23,5,18,5,0
HH380613,090XX S MUSKEGON AVE,041A,STREET,0423,7,04B,16,5,18,5,0
HH381499,078XX S CONSTANCE AVE,041A,STREET,0414,8,04B,1,6,19,5,0
HH381263,026XX E 79TH ST,031A,STREET,0421,7,03,21,5,18,5,0
HH380870,074XX S EVANS AVE,051A,SIDEWALK,0323,6,04A,18,5,18,5,0
HH369163,061XX S MAY ST,051A,SIDEWALK,0712,16,04A,16,0,13,5,0
HH378160,047XX W JACKSON BLVD,041A,STREET,1113,28,04B,13,4,17,5,0
HH381684,028XX N LAKEWOOD AVE,1020,VEHICLE NON-COMMERCIAL,1931,32,09,4,6,19,5,0
HH381736,045XX N CLAREMONT AVE,1020,VEHICLE NON-COMMERCIAL,1911,47,09,5,6,19,5,0
HH378209,085XX S PAULINA ST,051A,SIDEWALK,0614,18,04A,13,4,17,5,0
HH381616,088XX S BUFFALO AVE,051A,RESIDENCE,0424,10,04A,1,6,19,5,0
HH311466,040XX W 40TH ST,051A,STREET,0815,14,04A,17,1,16,4,0
HH380270,033XX N ALBANY AVE,033A,ALLEY,1733,33,03,12,5,18,5,0
HH381528,116XX S LOOMIS ST,041A,SIDEWALK,0524,34,04B,1,6,19,5,0
HH378775,021XX S KARLOV AVE,051A,CTA PLATFORM,1012,24,04A,15,4,17,5,0
HH380978,079XX S WENTWORTH AVE,031A,RESTAURANT,0623,17,03,19,5,18,5,0
HH379654,003XX W 118TH ST,031A,SIDEWALK,0522,34,03,4,5,18,5,0
HH380285,095XX S LOWE AVE,051A,RESIDENCE,2223,21,04A,13,5,18,5,0
HH377919,033XX W 85TH ST,1754,RESIDENCE,0834,18,02,0,1,14,5,1
HH381476,003XX E 103RD ST,041A,OTHER,0511,9,04B,0,6,19,5,0
HH346718,008XX S PULASKI RD,031A,STREET,1132,24,03,19,3,2,5,0
HH381600,016XX N SAWYER AVE,041A,STREET,1422,26,04B,2,6,19,5,0
HH381492,013XX N GREENVIEW AVE,041A,SIDEWALK,1433,1,04B,1,6,19,5,0
HH344980,071XX S PAXTON AVE,031A,SIDEWALK,0333,5,03,18,2,1,5,0
HH341635,017XX E 75TH ST,031A,VEHICLE NON-COMMERCIAL,0324,8,03,19,1,30,4,0
HH382085,032XX S AVERS AVE,1020,VEHICLE NON-COMMERCIAL,1031,22,09,11,6,19,5,0
HH371922,020XX N KOSTNER AVE,041A,STREET,2522,30,04B,18,1,14,5,0
HH377262,061XX W SCHUBERT AVE,031A,STREET,2512,29,03,1,4,17,5,0
HH379459,036XX W DICKENS AVE,041A,RESIDENCE,2525,26,04B,1,5,18,5,0
HH382603,055XX S PULASKI RD,051A,STREET,0813,13,04A,16,6,19,5,0
HH381111,049XX W PALMER ST,041A,SIDEWALK,2522,31,04B,20,5,18,5,0
HH382166,045XX N WESTERN AVE,1090,RESIDENCE-GARAGE,1911,47,09,5,6,19,5,0
HH383257,017XX W CONGRESS PKWY,031A,SIDEWALK,1211,2,03,23,6,19,5,0
HH379730,014XX N CLEAVER ST,051A,RESIDENCE PORCH/HALLWAY,1433,32,04A,6,5,18,5,0
HH383059,010XX W 19TH ST,041A,STREET,1233,25,04B,20,6,19,5,0
HH383308,037XX N LEAVITT ST,031A,SIDEWALK,1912,47,03,23,6,19,5,0
HH381603,091XX S DR MARTIN LUTHER KING JR DR,031A,STREET,0633,6,03,2,6,19,5,0
HH381143,081XX S STEWART AVE,031A,STREET,0622,21,03,21,5,18,5,0
HH382983,015XX W 80TH ST,031A,SIDEWALK,0612,21,03,20,6,19,5,0
HH382360,076XX S WOOD ST,041A,STREET,0611,17,04B,14,6,19,5,0
HH383093,079XX S SANGAMON ST,031A,STREET,0621,17,03,21,6,19,5,0
HH381722,071XX S JEFFERY BLVD,041A,STREET,0333,5,04B,5,6,19,5,0
HH381695,024XX W NORTH AVE,031A,GAS STATION,1434,1,03,4,6,19,5,0
HH381142,005XX E 62ND ST,041A,STREET,0313,20,04B,21,5,18,5,0
HH382344,015XX N WASHTENAW AVE,041B,SIDEWALK,1423,26,04B,12,6,19,5,0
HH379469,030XX N CENTRAL PARK AVE,031A,SIDEWALK,1412,35,03,0,5,18,5,0
HH475838,030XX W CERMAK RD,051A,STREET,1033,12,04A,13,5,29,6,0
HH378444,060XX S PERRY AVE,051A,STREET,0311,20,04A,16,4,17,5,0
HH477099,013XX N LEAVITT ST,041A,STREET,1424,1,04B,2,6,30,6,0
HH381687,063XX S EBERHART AVE,051A,STREET,0312,20,04A,4,6,19,5,0
HH383046,072XX S DOBSON AVE,033A,APARTMENT,0324,5,03,20,6,19,5,0
HH383321,002XX E 115TH ST,031A,SIDEWALK,0532,9,03,0,0,20,5,0
HH383447,083XX S BAKER AVE,041A,STREET,0424,7,04B,3,0,20,5,0
HH377804,006XX W CHICAGO AVE,031A,SIDEWALK,1831,42,03,11,4,17,5,0
HH382916,026XX W 59TH ST,031A,SIDEWALK,0824,16,03,21,5,11,5,0
HH381935,010XX E 98TH ST,041A,STREET,0511,8,04B,8,6,19,5,0
HH373060,001XX N LARAMIE AVE,031A,STREET,1523,28,03,10,2,15,5,0
HH380639,056XX W CHICAGO AVE,031B,GROCERY FOOD STORE,1511,29,03,16,5,18,5,0
HH381435,023XX N NEWLAND AVE,031A,STREET,2512,36,03,0,6,19,5,0
HH380735,037XX W MONTROSE AVE,041B,STREET,1723,39,04B,16,5,18,5,0
HH383111,018XX W PETERSON AVE,031A,GAS STATION,2413,40,03,21,6,19,5,0
HH383352,038XX W IRVING PARK RD,031A,PARK PROPERTY,1732,39,03,0,0,20,5,0
HH382272,003XX E 103RD ST,031A,DEPARTMENT STORE,0512,9,03,12,6,19,5,0
HH381737,021XX S MARSHALL BLVD,033A,SIDEWALK,1022,24,03,5,6,19,5,0
HH382274,026XX S TROY ST,031A,RESIDENCE-GARAGE,1033,12,03,13,6,19,5,0
HH382111,021XX S DRAKE AVE,031A,ALLEY,1024,24,03,12,6,19,5,0
HH383225,035XX W 30TH ST,031A,SIDEWALK,1032,22,03,22,6,19,5,0
HH383105,014XX S KEELER AVE,031A,RESIDENCE PORCH/HALLWAY,1011,24,03,21,6,19,5,0
HH382163,030XX S ST LOUIS AVE,051A,RESIDENCE,1032,22,04A,12,6,19,5,0
HH381689,054XX W VAN BUREN ST,041A,SIDEWALK,1522,29,04B,4,6,19,5,0
HH380629,036XX S RHODES AVE,031A,APARTMENT,0212,4,03,16,5,18,5,0
HH380891,049XX W RACE AVE,041A,SIDEWALK,1532,37,04B,18,5,18,5,0
HH381651,050XX S WABASH AVE,033A,STREET,0231,3,03,3,6,19,5,0
HH479237,001XX W 35TH ST,041A,SIDEWALK,0924,11,04B,3,0,1,7,0
HH384742,114XX S WENTWORTH AVE,031A,CAR WASH,0522,34,03,16,0,20,5,0
HH385590,015XX S CHRISTIANA AVE,1020,ABANDONED BUILDING,1021,24,09,23,0,20,5,0
HH385497,0000X E 100TH ST,1010,RESIDENCE-GARAGE,0511,9,09,23,0,20,5,0
HH385722,051XX S PAULINA ST,1025,RESIDENCE,0932,16,09,2,1,21,5,0
HH385744,013XX E 70TH ST,1020,VEHICLE NON-COMMERCIAL,0321,5,09,2,1,21,5,0
HH382356,009XX S ABERDEEN ST,051A,STREET,1213,25,04A,13,6,19,5,0
HH385425,064XX S PULASKI RD,031A,RESTAURANT,0813,13,03,21,0,20,5,0
HH378312,034XX N OVERHILL AVE,051A,RESIDENCE,1631,36,04A,13,4,17,5,0
HH380485,016XX S KOMENSKY AVE,041A,RESIDENCE PORCH/HALLWAY,1012,24,04B,15,5,18,5,0
HH385796,043XX S CICERO AVE,031A,STREET,0814,23,03,5,1,21,5,0
HH373968,075XX S PRAIRIE AVE,031A,PARKING LOT/GARAGE(NON.RESID.),0623,6,03,22,1,14,5,0
HH385706,088XX S BUFFALO AVE,031A,RESIDENCE,0424,10,03,1,1,21,5,0
HH383734,060XX S HARPER AVE,031A,RESIDENCE PORCH/HALLWAY,0314,5,03,22,4,17,5,0
HH382905,024XX W HOMER ST,041B,ALLEY,1434,1,04B,18,6,19,5,0
HH381860,072XX S EAST END AVE,031A,OTHER,0324,8,03,8,6,19,5,0
HH383667,032XX W 85TH ST,051A,OTHER,0834,18,04A,8,0,20,5,0
HH385152,112XX S VERNON AVE,051A,RESIDENCE,0531,9,04A,19,0,20,5,0
HH383262,079XX S ELLIS AVE,031A,ALLEY,0624,8,03,23,6,19,5,0
HH383307,087XX S ST LAWRENCE AVE,041A,STREET,0632,6,04B,0,0,20,5,0
HH383454,077XX S CALUMET AVE,031A,STREET,0623,6,03,4,0,20,5,0
HH384631,049XX S WOODLAWN AVE,031A,STREET,2124,4,03,15,0,20,5,0
HH384988,079XX S ASHLAND AVE,031A,SMALL RETAIL STORE,0612,21,03,18,0,20,5,0
HH382316,0000X W 113TH PL,051A,STREET,0522,34,04A,13,6,19,5,0
HH376518,024XX W MONROE ST,031A,SIDEWALK,1125,2,03,17,3,16,5,0
HH379874,003XX W GARFIELD BLVD,041A,STREET,0934,3,04B,9,5,18,5,0
HH379586,029XX W CONGRESS PKWY,031A,STREET,1135,2,03,3,5,18,5,0
HH384027,083XX S STONY ISLAND AVE,031A,GAS STATION,0412,8,03,7,0,20,5,0
HH378081,131XX S LANGLEY AVE,051A,CHA PARKING LOT/GROUNDS,0533,9,04A,12,4,17,5,0
HH383879,005XX W 26TH ST,031A,OTHER,0923,11,03,10,0,20,5,0
HH379394,049XX S FEDERAL ST,041A,CHA HALLWAY/STAIRWELL/ELEVATOR,0231,3,04B,0,5,18,5,0
HH385160,045XX W CONGRESS PKWY,041B,SIDEWALK,1131,24,04B,18,0,20,5,0
HH383739,015XX N LA SALLE DR,031A,COMMERCIAL / BUSINESS OFFICE,1821,43,03,9,0,20,5,0
HH377268,041XX W WEST END AVE,051A,RESIDENCE,1114,28,04A,2,4,17,5,0
HH373546,013XX W 71ST PL,041A,STREET,0734,17,04B,14,2,15,5,0
HH383990,037XX S INDIANA AVE,031A,ALLEY,0211,3,03,11,0,20,5,0
HH373914,003XX S WESTERN AVE,041A,CHA PARKING LOT/GROUNDS,1125,2,04B,17,2,15,5,0
HH371002,044XX W MONROE ST,051A,STREET,1113,28,04A,11,1,14,5,0
HH374791,028XX W FLOURNOY ST,031A,SIDEWALK,1135,2,03,0,3,16,5,0
HH385593,079XX S LANGLEY AVE,031A,STREET,0624,6,03,23,0,20,5,0
HH378821,041XX W GRAND AVE,031A,SMALL RETAIL STORE,2534,30,03,18,4,17,5,0
HH385465,048XX W FLETCHER ST,031A,STREET,2521,31,03,22,0,20,5,0
HH386600,002XX N PINE AVE,1025,"SCHOOL, PUBLIC, BUILDING",1523,28,09,13,1,21,5,0
HH382149,020XX N CENTRAL PARK AVE,031A,STREET,2525,26,03,11,6,19,5,0
HH384756,018XX N KEDVALE AVE,041A,SIDEWALK,2534,30,04B,18,0,20,5,0
HH481438,071XX S SOUTH SHORE DR,031A,STREET,0334,7,03,23,0,1,7,0
HH387483,005XX E BROWNING AVE,1010,CHA HALLWAY/STAIRWELL/ELEVATOR,0212,4,09,20,1,21,5,0
HH387894,003XX S KOSTNER AVE,1090,RESIDENCE,1131,28,09,0,2,22,5,0
HH383317,080XX S HALSTED ST,051A,STREET,0621,21,04A,0,0,20,5,0
HH384463,064XX S WASHTENAW AVE,051A,RESIDENCE,0825,15,04A,13,0,20,5,0
HH385195,077XX N PAULINA ST,051A,SIDEWALK,2422,49,04A,19,0,20,5,0
HH386526,022XX W HOWARD ST,031A,BANK,2411,49,03,13,1,21,5,0
HH374402,004XX W 69TH ST,031A,STREET,0732,6,03,20,2,15,5,0
HH385976,010XX W FULTON MARKET,031A,STREET,1212,27,03,8,1,21,5,0
HH387053,013XX W 79TH ST,031A,RESIDENCE PORCH/HALLWAY,0612,17,03,0,1,21,5,0
HH385761,026XX W ROSEMONT AVE,031A,STREET,2413,50,03,3,1,21,5,0
HH388051,010XX N MASSASOIT AVE,1090,RESIDENCE,1511,29,09,4,2,22,5,0
HH383382,031XX W OGDEN AVE,031A,CURRENCY EXCHANGE,1022,24,03,1,0,20,5,0
HH387273,023XX S SAWYER AVE,031A,OTHER,1024,24,03,17,1,21,5,0
HH387794,094XX S ASHLAND AVE,031A,SIDEWALK,2221,21,03,22,1,21,5,0
HH387178,105XX S INDIANA AVE,051A,SIDEWALK,0512,9,04A,17,1,21,5,0
HH387637,023XX N KILDARE AVE,033A,SIDEWALK,2522,31,03,21,1,21,5,0
HH387804,121XX S STATE ST,031A,SIDEWALK,0523,9,03,22,1,21,5,0
HH387005,067XX S LANGLEY AVE,051A,STREET,0321,6,04A,16,1,21,5,0
HH385422,024XX N KILDARE AVE,033A,RESIDENCE,2524,31,03,23,0,13,5,0
HH386760,051XX S PAULINA ST,041A,STREET,0932,16,04B,15,1,21,5,0
HH387915,076XX S COLFAX AVE,031A,RESIDENCE PORCH/HALLWAY,0421,7,03,23,1,21,5,0
HH387046,054XX W ROOSEVELT RD,031A,SIDEWALK,1522,29,03,17,1,21,5,0
HH387659,015XX W 115TH ST,041A,STREET,0524,34,04B,21,1,21,5,0
HH387816,037XX W MC LEAN AVE,033A,SIDEWALK,2525,26,03,22,1,21,5,0
HH387750,022XX N HAMLIN AVE,033A,STREET,2525,30,03,22,1,21,5,0
HH386717,048XX W FERDINAND ST,031A,STREET,1532,28,03,14,1,21,5,0
HH374808,066XX S HALSTED ST,041A,PARKING LOT/GARAGE(NON.RESID.),0723,16,04B,0,3,16,5,0
HH372539,036XX W OHIO ST,041A,STREET,1122,27,04B,0,2,15,5,0
HH386916,052XX S CALIFORNIA AVE,031A,GROCERY FOOD STORE,0911,14,03,15,1,21,5,0
HH388369,015XX N HARDING AVE,041A,STREET,2535,30,04B,18,1,21,5,0
HH386068,005XX W 129TH PL,051A,RESIDENCE,0523,34,04A,9,1,21,5,0
HH386572,013XX W 51ST ST,031A,OTHER,0933,16,03,13,1,21,5,0
HH386578,011XX E 63RD ST,051A,VEHICLE NON-COMMERCIAL,0314,20,04A,13,1,21,5,0
HH480698,008XX W 70TH ST,041A,STREET,0733,17,04B,18,0,1,7,0
HH386182,117XX S LOWE AVE,1025,RESIDENCE,0524,34,09,10,1,21,5,0
HH385670,006XX N PINE AVE,051A,RESIDENCE,1524,37,04A,23,0,20,5,0
HH384002,003XX E 55TH PL,031A,OTHER,0234,20,03,12,0,20,5,0
HH387238,048XX W HARRISON ST,051A,SIDEWALK,1533,24,04A,18,1,21,5,0
HH385771,050XX S WABASH AVE,033A,SIDEWALK,0231,3,03,3,1,21,5,0
HH385915,048XX S VINCENNES AVE,041A,STREET,0223,3,04B,8,1,21,5,0
HH383205,056XX W MADISON ST,041A,STREET,1513,29,04B,21,6,19,5,0
HH388797,033XX W FRANKLIN BLVD,1020,"SCHOOL, PUBLIC, BUILDING",1123,28,09,13,2,22,5,0
HH376242,059XX S ASHLAND AVE,031A,STREET,0714,15,03,16,3,16,5,0
HH386124,008XX N AVERS AVE,031A,ALLEY,1112,27,03,10,1,21,5,0
HH376920,063XX S DAMEN AVE,051A,GAS STATION,0726,15,04A,20,3,16,5,0
HH384907,086XX S ASHLAND AVE,031A,GAS STATION,0614,21,03,0,0,22,4,0
HH476662,020XX E 92ND ST,041A,ALLEY,0413,8,04B,20,5,29,6,0
HH389701,048XX W NORTH AVE,031A,PARKING LOT/GARAGE(NON.RESID.),2533,37,03,18,2,22,5,0
HH389824,013XX W WASHBURNE AVE,051A,SIDEWALK,1231,2,04A,22,1,21,5,0
HH390252,044XX W BARRY AVE,1020,VEHICLE NON-COMMERCIAL,2523,31,09,1,3,23,5,0
HH386488,075XX N GREENVIEW AVE,031A,STREET,2422,49,03,14,3,16,5,0
HH388818,071XX N CLARK ST,031A,GROCERY FOOD STORE,2423,49,03,13,2,22,5,0
HH388044,020XX N WESTERN AVE,041A,RESTAURANT,1432,32,04B,4,2,22,5,0
HH387417,073XX S EVANS AVE,051A,SIDEWALK,0323,6,04A,18,1,21,5,0
HH383754,075XX S HARVARD AVE,051A,"SCHOOL, PUBLIC, BUILDING",0623,17,04A,8,0,20,5,0
HH390042,025XX W CHARLESTON ST,031A,STREET,1431,1,03,22,2,22,5,0
HH390270,048XX N MONTICELLO AVE,031A,ALLEY,1712,39,03,2,3,23,5,0
