Case number,Block,IUCR,Location Description,Beat,Ward,FBI Code,Hour,Weekday,Monthday,Month,Violent
HH561015,064XX S ARTESIAN AVE,031A,STREET,0825,15,03,2,1,6,8,0
HH556836,033XX W DIVERSEY AVE,041A,STREET,1412,35,04B,4,6,4,8,0
HH549743,063XX S MAPLEWOOD AVE,051A,SIDEWALK,0825,15,04A,23,2,31,7,0
HH560786,041XX W 25TH PL,051A,RESIDENCE PORCH/HALLWAY,1013,22,04A,22,0,5,8,0
HH553964,088XX S PRINCETON AVE,041A,SIDEWALK,0634,21,04B,20,3,1,8,0
HH561040,123XX S STATE ST,1753,RESIDENCE,0532,9,02,16,5,3,8,1
HH648935,026XX W LE MOYNE ST,031A,STREET,1423,26,03,4,6,15,9,0
HH558413,075XX S LUELLA AVE,033A,SIDEWALK,0414,7,03,22,6,4,8,0
HH557401,076XX S LOOMIS BLVD,041B,ALLEY,0612,17,04B,13,6,4,8,0
HH558735,0000X W JACKSON BLVD,031A,GROCERY FOOD STORE,0123,2,03,2,0,5,8,0
HH560937,118XX S MICHIGAN AVE,041A,STREET,0532,9,04B,0,1,6,8,0
HH560765,003XX E OHIO ST,031A,MOVIE HOUSE/THEATER,1834,42,03,22,0,5,8,0
HH559528,016XX E 95TH ST,031A,PARKING LOT/GARAGE(NON.RESID.),0431,7,03,13,0,5,8,0
HH552127,009XX N ORLEANS ST,031A,RESTAURANT,1823,27,03,3,4,2,8,0
HH558730,036XX W MADISON ST,031A,SIDEWALK,1122,28,03,1,0,5,8,0
HH557292,039XX W ARTHINGTON ST,033A,VACANT LOT/LAND,1132,24,03,12,6,4,8,0
HH558876,058XX S LAFAYETTE AVE,031A,STREET,0233,20,03,6,0,5,8,0
HH547000,002XX W 75TH ST,051A,STREET,0731,17,04A,20,1,30,7,0
HH545384,060XX S NORMAL BLVD,051A,APARTMENT,0711,20,04A,2,1,30,7,0
HH546646,064XX S LAFLIN ST,051A,STREET,0725,17,04A,17,1,30,7,0
HH561070,024XX W 45TH PL,031A,STREET,0914,12,03,3,1,6,8,0
HH560254,071XX S SOUTH CHICAGO AVE,031A,SIDEWALK,0324,5,03,18,0,5,8,0
HH558217,071XX S VERNON AVE,031A,RESIDENCE,0323,6,03,20,6,4,8,0
HH554181,005XX E 130TH ST,031A,CTA BUS,0533,9,03,23,4,2,8,0
HH510699,0000X E GARFIELD BLVD,041A,STREET,0233,20,04B,3,0,15,7,0
HH560255,063XX W CUYLER AVE,051A,STREET,1624,38,04A,18,0,5,8,0
HH558233,066XX S MARYLAND AVE,031A,STREET,0321,5,03,21,4,2,8,0
HH558988,005XX W PERSHING RD,031A,STREET,0925,11,03,8,0,5,8,0
HH652084,104XX S PEORIA ST,033A,STREET,2233,34,03,17,0,16,9,0
HH558355,037XX S MICHIGAN AVE,031A,STREET,0211,3,03,21,6,4,8,0
HH652803,059XX W MADISON ST,041A,SIDEWALK,1513,29,04B,20,0,16,9,0
HH558602,051XX W CHICAGO AVE,031A,RESTAURANT,1531,37,03,23,6,4,8,0
HH549302,064XX S BISHOP ST,051A,SIDEWALK,0725,17,04A,19,2,31,7,0
HH560665,006XX W 105TH ST,031A,STREET,2233,34,03,21,0,5,8,0
HH544935,067XX S PARNELL AVE,051A,STREET,0722,6,04A,20,0,29,7,0
HH549467,068XX S ADA ST,051A,ALLEY,0724,17,04A,20,2,31,7,0
HH545171,043XX W VAN BUREN ST,051A,RESIDENCE,1131,24,04A,23,0,29,7,0
HH549948,071XX S MARSHFIELD AVE,051A,STREET,0735,17,04A,2,3,1,8,0
HH557554,051XX W OAKDALE AVE,031A,ALLEY,2521,31,03,14,6,4,8,0
HH552126,032XX W FULTON BLVD,051A,APARTMENT,1123,28,04A,1,4,2,8,0
HH550342,073XX S LOWE AVE,031A,SIDEWALK,0732,17,03,11,3,1,8,0
HH550892,071XX S CARPENTER ST,051A,RESIDENCE,0733,17,04A,15,3,1,8,0
HH526150,002XX N PULASKI RD,033A,SMALL RETAIL STORE,1114,28,03,19,6,21,7,0
HH562474,038XX W DIVISION ST,1754,APARTMENT,2535,27,02,0,2,26,6,1
HH554291,064XX W BELMONT AVE,031A,PARKING LOT/GARAGE(NON.RESID.),2511,36,03,0,5,3,8,0
HH562977,001XX N WESTERN AVE,031A,SIDEWALK,1332,2,03,21,1,6,8,0
HH563377,029XX N CLYBOURN AVE,1020,VEHICLE NON-COMMERCIAL,1913,1,09,2,2,7,8,0
HH451297,021XX N MAJOR AVE,1754,APARTMENT,2515,29,02,20,1,18,6,1
HH563338,028XX W NORTH AVE,1020,VEHICLE NON-COMMERCIAL,1421,1,09,1,2,7,8,0
HH563004,079XX S COLFAX AVE,031A,STREET,0422,7,03,21,1,6,8,0
HH561042,016XX S CALIFORNIA BLVD,031A,STREET,1022,12,03,3,1,6,8,0
HH562820,012XX S SAWYER AVE,041B,ALLEY,1022,24,04B,20,1,6,8,0
HH561332,043XX S KEDZIE AVE,051A,RESIDENCE,0821,14,04A,9,1,6,8,0
HH561053,026XX S WHIPPLE ST,031A,STREET,1033,12,03,2,1,6,8,0
HH553580,055XX S SHIELDS AVE,041B,VACANT LOT/LAND,0711,3,04B,18,4,2,8,0
HH561021,031XX W ROOSEVELT RD,031A,SIDEWALK,1022,24,03,1,1,6,8,0
HH547525,066XX S PEORIA ST,051A,STREET,0723,16,04A,0,2,31,7,0
HH552234,067XX S DAMEN AVE,031A,SIDEWALK,0726,15,03,6,4,2,8,0
HH547610,059XX S GREEN ST,051A,STREET,0712,16,04A,2,2,31,7,0
HH561974,015XX E 94TH ST,041A,STREET,0413,8,04B,13,1,6,8,0
HH562208,032XX W LAWRENCE AVE,031A,TAVERN/LIQUOR STORE,1713,33,03,16,1,6,8,0
HH560731,076XX S STATE ST,031A,STREET,0623,6,03,22,0,5,8,0
HH649984,001XX S KILPATRICK AVE,031A,SIDEWALK,1113,28,03,17,6,15,9,0
HH551448,002XX N STATE ST,033A,SIDEWALK,0122,42,03,18,3,1,8,0
HH560724,041XX W JACKSON BLVD,041A,ALLEY,1132,28,04B,22,0,5,8,0
HH560332,003XX S WHIPPLE ST,041A,STREET,1124,28,04B,18,0,5,8,0
HH563354,010XX N ASHLAND AVE,041A,STREET,1322,1,04B,2,2,7,8,0
HH563197,105XX S BENSLEY AVE,041A,STREET,0434,10,04B,21,1,6,8,0
HH563303,016XX N SAWYER AVE,041A,STREET,1422,26,04B,0,2,7,8,0
HH561097,017XX N MASON AVE,051A,STREET,2531,29,04A,4,1,6,8,0
HH562654,024XX N MONITOR AVE,041A,SIDEWALK,2515,30,04B,19,1,6,8,0
HH563362,022XX S KILDARE AVE,041A,APARTMENT,1013,22,04B,1,2,7,8,0
HH563040,014XX N LARAMIE AVE,031A,SIDEWALK,2532,37,03,21,1,6,8,0
HH563413,011XX W 50TH ST,041A,STREET,0933,16,04B,4,2,7,8,0
HH562695,009XX W 54TH PL,051A,RESIDENCE,0934,20,04A,18,1,6,8,0
HH561646,045XX S MOZART ST,041A,ALLEY,0912,14,04B,11,1,6,8,0
HH562322,009XX W 98TH ST,041A,STREET,2223,21,04B,16,1,6,8,0
HH561041,086XX S COTTAGE GROVE AVE,031A,DRUG STORE,0632,6,03,2,1,6,8,0
HH560865,067XX S CLYDE AVE,041A,ALLEY,0331,5,04B,23,0,5,8,0
HH554297,003XX N STATE ST,031A,BAR OR TAVERN,1834,42,03,0,5,3,8,0
HH558743,082XX S ASHLAND AVE,051A,STREET,0614,21,04A,22,6,4,8,0
HH563420,045XX S FEDERAL ST,051A,CHA PARKING LOT/GROUNDS,0221,3,04A,2,2,7,8,0
HH563389,049XX S WASHINGTON PARK CT,051A,STREET,0223,4,04A,2,2,7,8,0
HH548536,060XX S DR MARTIN LUTHER KING JR DR,031A,STREET,0313,20,03,3,1,30,7,0
HH544387,011XX W 95TH ST,031A,PARKING LOT/GARAGE(NON.RESID.),2222,21,03,13,3,25,7,0
HH563077,126XX S LOWE AVE,051A,STREET,0523,9,04A,20,1,6,8,0
HH554047,057XX S MARSHFIELD AVE,041A,STREET,0715,15,04B,22,4,2,8,0
HH553991,002XX W 73RD ST,051A,ALLEY,0731,17,04A,21,4,2,8,0
HH555103,056XX S WOOD ST,051A,RESIDENCE,0715,15,04A,11,5,3,8,0
HH517948,017XX N KEELER AVE,051A,APARTMENT,2534,30,04A,4,3,18,7,0
HH555442,061XX S CARPENTER ST,051A,STREET,0712,16,04A,14,5,3,8,0
HH563507,085XX S MARQUETTE AVE,1020,RESIDENCE,0423,7,09,8,2,7,8,0
HH564473,059XX S TALMAN AVE,1754,RESIDENCE,0824,16,02,0,0,24,6,1
HH541729,049XX W RICE ST,051A,APARTMENT,1531,37,04A,15,6,28,7,0
HH557371,050XX W DIVISION ST,051A,STREET,1531,37,04A,13,6,4,8,0
HH560711,051XX W CHICAGO AVE,041A,STREET,1531,28,04B,22,0,5,8,0
HH564494,076XX S EXCHANGE AVE,031A,STREET,0421,7,03,16,1,6,8,0
HH561264,008XX N LAWLER AVE,041A,RESIDENCE PORCH/HALLWAY,1531,37,04B,8,1,6,8,0
HH565241,116XX S PRINCETON AVE,1020,RESIDENCE,0522,34,09,21,2,7,8,0
HH562991,009XX W AGATITE AVE,041A,STREET,2313,46,04B,21,1,6,8,0
HH558339,066XX S PAULINA ST,051A,STREET,0725,15,04A,20,6,4,8,0
HH563131,030XX N MOBILE AVE,1020,"SCHOOL, PUBLIC, BUILDING",2511,36,09,22,1,6,8,0
HH565629,064XX N CLARK ST,051A,PARKING LOT/GARAGE(NON.RESID.),2432,40,04A,1,3,8,8,0
HH565319,031XX W TOUHY AVE,031A,SMALL RETAIL STORE,2411,50,03,21,2,7,8,0
HH558584,065XX S BISHOP ST,031A,STREET,0725,17,03,23,6,4,8,0
HH565214,042XX W LAWRENCE AVE,031A,GAS STATION,1722,39,03,21,2,7,8,0
HH562581,027XX W OGDEN AVE,051A,CHA PARKING LOT/GROUNDS,1023,28,04A,18,1,6,8,0
HH565061,014XX N MILWAUKEE AVE,031A,RESTAURANT,1424,1,03,19,2,7,8,0
HH563111,087XX S MICHIGAN AVE,031A,SIDEWALK,0632,6,03,22,1,6,8,0
HH563002,013XX N GREENVIEW AVE,041A,SIDEWALK,1433,1,04B,20,1,6,8,0
HH565659,054XX S LOOMIS BLVD,1754,PARK PROPERTY,0933,16,02,1,3,8,8,1
HH563433,080XX S ADA ST,031A,APARTMENT,0612,21,03,2,2,7,8,0
HH565652,015XX N HUMBOLDT DR,041A,STREET,1423,26,04B,2,3,8,8,0
HH556264,003XX W 58TH ST,041A,STREET,0711,20,04B,22,5,3,8,0
HH560947,059XX S ROCKWELL ST,031A,SIDEWALK,0824,16,03,19,0,5,8,0
HH565452,064XX S MOZART ST,051B,STREET,0823,15,04A,0,1,6,8,0
HH561327,029XX W ROOSEVELT RD,033A,PARK PROPERTY,1022,24,03,9,1,6,8,0
HH563736,048XX S LAFLIN ST,041A,STREET,0931,20,04B,9,2,7,8,0
HH564149,088XX S SAGINAW AVE,041A,STREET,0423,7,04B,13,2,7,8,0
HH565269,046XX S SACRAMENTO AVE,041A,STREET,0912,14,04B,21,2,7,8,0
HH565311,009XX E 79TH ST,031A,BAR OR TAVERN,0624,8,03,21,2,7,8,0
HH561289,036XX S STATE ST,031A,STREET,0211,3,03,8,1,6,8,0
HH564837,053XX S KEDZIE AVE,031A,GROCERY FOOD STORE,0911,14,03,18,2,7,8,0
HH556372,057XX S JUSTINE ST,051A,RESIDENCE PORCH/HALLWAY,0713,16,04A,23,5,3,8,0
HH561795,006XX E 87TH PL,051A,OTHER,0632,6,04A,12,1,6,8,0
HH564156,002XX S DEARBORN ST,1090,GOVERNMENT BUILDING/PROPERTY,0123,42,09,12,2,7,8,0
HH563104,085XX S DR MARTIN LUTHER KING JR DR,041A,PARK PROPERTY,0632,6,04B,22,1,6,8,0
HH565277,002XX E 61ST ST,041A,VACANT LOT/LAND,0311,20,04B,21,2,7,8,0
HH556711,006XX W 65TH ST,031A,SIDEWALK,0723,20,03,2,5,3,8,0
HH565797,021XX W MARQUETTE RD,1020,RESIDENCE,0726,15,09,7,3,8,8,0
HH564248,061XX S MICHIGAN AVE,051A,STREET,0311,20,04A,14,2,7,8,0
HH565065,004XX W HURON ST,031A,STREET,1831,42,03,19,2,7,8,0
HH556808,071XX S WOOD ST,051A,RESIDENCE,0735,17,04A,4,6,4,8,0
HH565089,003XX E 75TH ST,051A,SIDEWALK,0323,6,04A,19,2,7,8,0
HH556961,015XX W GARFIELD BLVD,051A,OTHER,0713,16,04A,8,6,4,8,0
HH539581,049XX S STATE ST,051A,CHA HALLWAY/STAIRWELL/ELEVATOR,0231,3,04A,14,5,27,7,0
HH549974,067XX S COTTAGE GROVE AVE,031A,GAS STATION,0321,20,03,6,3,1,8,0
HH563344,068XX S PAXTON AVE,031A,STREET,0331,5,03,1,2,7,8,0
HH562838,064XX S STONY ISLAND AVE,1754,APARTMENT,0314,5,02,17,1,6,8,1
HH562839,064XX S STONY ISLAND AVE,1754,APARTMENT,0314,5,02,17,1,6,8,1
HH557629,059XX S WOLCOTT AVE,031A,STREET,0714,15,03,21,4,2,8,0
HH557650,066XX S MARSHFIELD AVE,051A,RESIDENCE,0725,15,04A,15,6,4,8,0
HH565756,001XX W CERMAK RD,031A,CTA TRAIN,2111,25,03,6,3,8,8,0
HH560960,050XX W MADISON ST,031A,SIDEWALK,1533,28,03,18,0,5,8,0
HH560106,007XX N CICERO AVE,031A,SIDEWALK,1111,28,03,17,0,5,8,0
HH558390,053XX W HIRSCH ST,031A,STREET,2532,37,03,21,6,4,8,0
HH566131,019XX W 79TH ST,033A,RESTAURANT,0611,18,03,11,3,8,8,0
HH559927,006XX W 61ST ST,051A,VACANT LOT/LAND,0711,20,04A,16,0,5,8,0
HH567297,063XX N MAPLEWOOD AVE,031A,ALLEY,2413,50,03,20,2,7,8,0
HH563385,029XX N CLYBOURN AVE,041A,CHA APARTMENT,1913,1,04B,2,2,7,8,0
HH563152,069XX N SHERIDAN RD,051A,APARTMENT,2431,49,04A,22,1,6,8,0
HH567639,013XX W SCHOOL ST,031A,SIDEWALK,1924,44,03,22,3,8,8,0
HH567353,115XX S MICHIGAN AVE,031A,RESTAURANT,0532,9,03,20,3,8,8,0
HH567151,031XX E 91ST ST,031A,STREET,0424,10,03,18,3,8,8,0
HH567090,078XX S BURNHAM AVE,051A,STREET,0421,7,04A,18,3,8,8,0
HH567681,042XX W CERMAK RD,041A,OTHER,1012,24,04B,23,3,8,8,0
HH566953,039XX W ADDISON ST,031A,GROCERY FOOD STORE,1732,30,03,17,3,8,8,0
HH560400,009XX W 69TH ST,031A,BAR OR TAVERN,0723,17,03,19,0,5,8,0
HH567757,050XX W HURON ST,041A,STREET,1531,28,04B,0,4,9,8,0
HH567648,013XX S ASHLAND AVE,041A,STREET,1231,2,04B,23,3,8,8,0
HH567783,018XX S MORGAN ST,041A,STREET,1233,25,04B,1,4,9,8,0
HH567226,032XX W ARMITAGE AVE,031A,SIDEWALK,1413,35,03,19,3,8,8,0
HH561763,012XX W 69TH ST,031A,GROCERY FOOD STORE,0724,17,03,12,1,6,8,0
HH563145,088XX S PRINCETON AVE,041A,RESIDENCE PORCH/HALLWAY,0634,21,04B,22,1,6,8,0
HH567205,026XX N ELSTON AVE,041A,ALLEY,1432,1,04B,19,3,8,8,0
HH565948,031XX W 65TH ST,033A,STREET,0823,15,03,9,3,8,8,0
HH561906,064XX S HARVARD AVE,031A,STREET,0722,20,03,12,1,6,8,0
HH642122,039XX W DIVISION ST,031A,STREET,1112,27,03,1,3,12,9,0
HH564793,049XX W ROSCOE ST,031A,STREET,1634,38,03,18,2,7,8,0
HH566532,022XX E 68TH ST,051B,APARTMENT,0331,5,04A,14,3,8,8,0
HH567724,054XX S PEORIA ST,031A,STREET,0934,20,03,23,3,8,8,0
HH566118,087XX S ESCANABA AVE,051A,STREET,0423,10,04A,11,3,8,8,0
HH564487,047XX W POLK ST,031A,RESIDENCE,1131,24,03,15,2,7,8,0
HH567591,004XX E 88TH ST,041A,SIDEWALK,0632,6,04B,22,3,8,8,0
HH567856,078XX S PAULINA ST,041A,STREET,0611,17,04B,2,4,9,8,0
HH565246,042XX W DIVISION ST,031A,SMALL RETAIL STORE,1111,37,03,21,2,7,8,0
HH567909,006XX E 75TH ST,031A,SIDEWALK,0323,6,03,4,4,9,8,0
HH567061,021XX E 71ST ST,031A,SMALL RETAIL STORE,0331,5,03,18,3,8,8,0
HH564053,028XX W OGDEN AVE,031A,STREET,1022,24,03,6,0,5,8,0
HH567070,013XX W FULLERTON AVE,031A,GROCERY FOOD STORE,1811,32,03,18,3,8,8,0
HH567504,074XX S DR MARTIN LUTHER KING JR DR,031A,ALLEY,0323,6,03,21,3,8,8,0
HH560816,069XX S HAMILTON AVE,031A,STREET,0735,17,03,23,0,5,8,0
HH566209,002XX W HUBBARD ST,031A,PARKING LOT/GARAGE(NON.RESID.),1831,42,03,11,3,8,8,0
HH565535,010XX W DIVISION ST,031A,STREET,1822,32,03,17,2,7,8,0
HH563836,059XX S INDIANA AVE,051A,APARTMENT,0233,20,04A,10,2,7,8,0
HH659877,053XX S DORCHESTER AVE,031A,STREET,2131,4,03,2,4,20,9,0
HH566365,051XX S STATE ST,031A,STREET,0232,3,03,13,3,8,8,0
HH566231,087XX S EXCHANGE AVE,1090,VEHICLE NON-COMMERCIAL,0423,10,09,3,3,8,8,0
HH523859,072XX S ASHLAND AVE,041A,STREET,0735,17,04B,18,5,20,7,0
HH567536,098XX S AVENUE L,033A,GROCERY FOOD STORE,0432,10,03,22,3,8,8,0
HH567758,070XX S THROOP ST,031A,ALLEY,0734,17,03,0,4,9,8,0
HH565885,068XX S LAFAYETTE AVE,031A,STREET,0722,6,03,7,3,8,8,0
HH565840,063XX S ASHLAND AVE,031A,STREET,0725,16,03,8,3,8,8,0
HH563743,060XX S NORMAL BLVD,051A,STREET,0711,20,04A,9,2,7,8,0
HH565886,029XX W LEXINGTON ST,031A,STREET,1135,2,03,8,3,8,8,0
HH567665,055XX W ADAMS ST,031A,ALLEY,1522,29,03,23,3,8,8,0
HH528506,011XX N WALLER AVE,051A,SIDEWALK,1511,29,04A,18,0,22,7,0
HH656970,007XX W 70TH ST,051A,STREET,0732,6,04A,18,2,18,9,0
HH570090,005XX N DRAKE AVE,1020,VEHICLE NON-COMMERCIAL,1121,27,09,1,5,10,8,0
HH569796,001XX W 109TH PL,041A,STREET,0513,34,04B,22,4,9,8,0
HH569474,025XX W LELAND AVE,051A,STREET,1911,47,04A,18,4,9,8,0
HH569802,014XX W ROSCOE ST,031A,RESIDENCE PORCH/HALLWAY,1924,44,03,22,4,9,8,0
HH563027,028XX W MARQUETTE RD,031A,GROCERY FOOD STORE,0831,15,03,21,1,6,8,0
HH569619,126XX S WALLACE ST,051A,STREET,0523,9,04A,19,4,9,8,0
HH569092,005XX W HAWTHORNE PL,031A,SIDEWALK,2331,44,03,23,3,8,8,0
HH567767,120XX S MICHIGAN AVE,051A,RESIDENCE,0532,9,04A,1,4,9,8,0
HH568808,035XX N PULASKI RD,031A,GROCERY FOOD STORE,1732,30,03,14,4,9,8,0
HH570165,029XX N PINE GROVE AVE,031A,SIDEWALK,2333,44,03,2,5,10,8,0
HH569807,107XX S MICHIGAN AVE,031A,STREET,0513,9,03,21,4,9,8,0
HH570169,132XX S INDIANA AVE,031A,RESIDENCE,0533,9,03,2,5,10,8,0
HH567654,112XX S LANGLEY AVE,033A,ALLEY,0531,9,03,23,3,8,8,0
HH565490,086XX S ASHLAND AVE,041A,GAS STATION,0614,21,04B,22,2,7,8,0
HH569820,032XX W CERMAK RD,041A,STREET,1022,24,04B,22,4,9,8,0
HH569587,076XX S STONY ISLAND AVE,031A,OTHER,0411,5,03,20,4,9,8,0
HH566826,059XX S WENTWORTH AVE,033A,CURRENCY EXCHANGE,0233,20,03,16,3,8,8,0
HH568731,009XX E 79TH ST,031A,CLEANING STORE,0624,8,03,14,4,9,8,0
HH569524,004XX E PERSHING RD,033A,HOTEL/MOTEL,0213,3,03,20,4,9,8,0
HH570177,091XX S BURLEY AVE,031A,STREET,0424,10,03,2,5,10,8,0
HH564122,0000X E 75TH ST,051A,SIDEWALK,0623,6,04A,12,2,7,8,0
HH564159,008XX E 88TH PL,041A,RESIDENCE,0632,8,04B,13,2,7,8,0
HH569643,025XX S RIDGEWAY AVE,031A,STREET,1013,22,03,20,4,9,8,0
HH568985,039XX S SACRAMENTO AVE,041A,STREET,0912,14,04B,16,4,9,8,0
HH570296,042XX N TRIPP AVE,1020,VEHICLE NON-COMMERCIAL,1722,38,09,4,5,10,8,0
HH570311,004XX N ARMOUR ST,1020,VEHICLE NON-COMMERCIAL,1324,26,09,5,5,10,8,0
HH570276,032XX W 65TH ST,041A,STREET,0823,15,04B,3,5,10,8,0
HH568543,074XX S STATE ST,051A,GAS STATION,0323,6,04A,12,4,9,8,0
HH568803,061XX S COTTAGE GROVE AVE,051A,STREET,0313,20,04A,14,4,9,8,0
HH566412,063XX S COTTAGE GROVE AVE,041A,SIDEWALK,0312,20,04B,13,3,8,8,0
HH557410,048XX S LOOMIS BLVD,051A,RESIDENCE PORCH/HALLWAY,0933,20,04A,11,6,4,8,0
HH562828,057XX S HALSTED ST,031A,STREET,0712,16,03,19,1,6,8,0
HH567055,006XX E 51ST ST,031A,RESIDENCE PORCH/HALLWAY,0223,4,03,18,3,8,8,0
HH570214,057XX S PRAIRIE AVE,041A,SIDEWALK,0234,20,04B,3,5,10,8,0
HH570308,024XX S CENTRAL PARK AVE,041A,VEHICLE NON-COMMERCIAL,1013,22,04B,5,5,10,8,0
HH348402,001XX E 110TH ST,031A,STREET,0513,9,03,2,5,4,5,0
HH569145,017XX S STATE ST,031A,PARK PROPERTY,0132,3,03,16,4,9,8,0
HH568333,070XX S WENTWORTH AVE,033A,ALLEY,0731,6,03,11,4,9,8,0
HH568604,088XX S PRINCETON AVE,041A,STREET,0634,21,04B,12,4,9,8,0
HH570203,002XX W 63RD ST,031A,SIDEWALK,0722,20,03,3,5,10,8,0
HH570022,098XX S HALSTED ST,031A,SIDEWALK,2223,21,03,0,5,10,8,0
HH568113,087XX S ASHLAND AVE,031A,COMMERCIAL / BUSINESS OFFICE,2221,21,03,9,4,9,8,0
HH570163,047XX S LANGLEY AVE,041A,SIDEWALK,0223,4,04B,2,5,10,8,0
HH562970,028XX N CLYBOURN AVE,041A,PARKING LOT/GARAGE(NON.RESID.),1913,1,04B,21,1,6,8,0
HH571094,024XX S ALBANY AVE,031A,STREET,1033,12,03,12,5,10,8,0
HH570619,013XX W 71ST ST,041A,STREET,0734,17,04B,10,5,10,8,0
HH660349,016XX W 79TH ST,031A,SIDEWALK,0611,21,03,10,4,20,9,0
HH570812,070XX S THROOP ST,041A,STREET,0734,17,04B,12,5,10,8,0
HH569708,0000X S MAYFIELD AVE,041A,ALLEY,1513,29,04B,21,4,9,8,0
HH567804,053XX W CHICAGO AVE,041A,PARKING LOT/GARAGE(NON.RESID.),1524,37,04B,1,4,9,8,0
HH569679,013XX N CICERO AVE,041A,RESTAURANT,2533,37,04B,21,4,9,8,0
HH571456,059XX W DIVISION ST,031A,SIDEWALK,2531,29,03,23,5,3,8,0
HH569605,006XX N WALLER AVE,031A,STREET,1511,29,03,20,4,9,8,0
HH567897,050XX W ALTGELD ST,033A,SIDEWALK,2521,31,03,5,4,9,8,0
HH568767,064XX W NORTH AVE,031A,OTHER,2513,36,03,14,4,9,8,0
HH570120,051XX W GEORGE ST,031A,RESIDENCE-GARAGE,2521,31,03,1,5,10,8,0
HH571987,027XX W 65TH ST,051A,STREET,0825,15,04A,22,5,10,8,0
HH570522,027XX W 71ST ST,031A,SIDEWALK,0831,18,03,9,5,10,8,0
HH570303,018XX W 18TH ST,031A,PARK PROPERTY,1223,25,03,4,5,10,8,0
HH571107,057XX S CAMPBELL AVE,041A,STREET,0824,16,04B,15,5,10,8,0
HH570257,009XX W BELMONT AVE,031A,STREET,1924,44,03,4,5,10,8,0
HH571216,060XX S WESTERN AVE,031A,GAS STATION,0825,15,03,16,5,10,8,0
HH572419,027XX S LAWNDALE AVE,1020,RESIDENCE-GARAGE,1032,22,09,4,6,11,8,0
HH570124,034XX N SEMINARY AVE,031A,RESIDENCE PORCH/HALLWAY,1924,44,03,2,5,10,8,0
HH571804,063XX S CALIFORNIA AVE,031A,SIDEWALK,0823,15,03,20,5,10,8,0
HH572384,008XX W EASTMAN ST,031A,STREET,1822,32,03,3,6,11,8,0
HH571985,015XX W 13TH ST,031A,CHA PARKING LOT/GROUNDS,1231,2,03,23,5,10,8,0
HH570717,006XX W CORNELIA AVE,031A,STREET,2331,46,03,2,5,10,8,0
HH571124,049XX S CICERO AVE,031A,GAS STATION,0814,23,03,15,5,10,8,0
HH570688,037XX N ELSTON AVE,051A,STREET,1733,35,04A,10,5,10,8,0
HH571883,116XX S MICHIGAN AVE,041A,GAS STATION,0532,9,04B,22,5,10,8,0
HH571407,019XX W 19TH ST,051A,STREET,1223,25,04A,18,5,10,8,0
HH571305,050XX N PULASKI RD,031A,GROCERY FOOD STORE,1712,39,03,17,5,10,8,0
HH572293,015XX W 115TH ST,051A,RESIDENCE PORCH/HALLWAY,0524,34,04A,2,6,11,8,0
HH571440,029XX W BELMONT AVE,031A,GROCERY FOOD STORE,1733,33,03,18,5,10,8,0
HH572210,055XX W RICE ST,041A,RESIDENCE PORCH/HALLWAY,1524,37,04B,1,6,11,8,0
HH571668,033XX W LAWRENCE AVE,031A,SMALL RETAIL STORE,1713,39,03,20,5,10,8,0
HH568457,132XX S RHODES AVE,031A,CHA PARKING LOT/GROUNDS,0533,9,03,12,4,9,8,0
HH570092,002XX S CENTRAL AVE,041A,STREET,1513,29,04B,1,5,10,8,0
HH569831,036XX W OGDEN AVE,033A,ALLEY,1014,24,03,22,4,9,8,0
HH571990,118XX S LOWE AVE,051A,STREET,0524,34,04A,23,5,10,8,0
HH571688,015XX E 93RD ST,041A,RESIDENCE PORCH/HALLWAY,0413,8,04B,20,5,10,8,0
HH410507,063XX S DR MARTIN LUTHER KING JR DR,031A,STREET,0312,20,03,20,4,7,6,0
HH572405,065XX S FAIRFIELD AVE,031A,STREET,0831,15,03,4,6,11,8,0
HH572481,040XX W 60TH ST,1020,VEHICLE NON-COMMERCIAL,0813,13,09,5,6,11,8,0
HH572344,050XX W THOMAS ST,041A,STREET,1531,37,04B,3,6,11,8,0
HH571628,098XX S COMMERCIAL AVE,031A,STREET,0431,10,03,13,5,10,8,0
HH569714,057XX S PEORIA ST,031A,STREET,0712,16,03,21,4,9,8,0
HH571730,023XX S WENTWORTH AVE,031A,RESIDENCE PORCH/HALLWAY,2111,25,03,20,5,10,8,0
HH572053,024XX S LAWNDALE AVE,041A,ALLEY,1013,22,04B,0,6,11,8,0
HH571481,030XX E CHELTENHAM PL,041A,SIDEWALK,0421,7,04B,18,5,10,8,0
HH572269,012XX E 71ST ST,041B,VEHICLE NON-COMMERCIAL,0324,5,04B,1,6,11,8,0
HH572308,027XX S LAWNDALE AVE,1020,RESIDENCE-GARAGE,1032,22,09,2,6,11,8,0
HH570398,030XX W 41ST ST,1090,VEHICLE NON-COMMERCIAL,0912,14,09,8,5,10,8,0
HH570406,071XX S CONSTANCE AVE,031A,RESIDENCE,0324,5,03,7,5,10,8,0
HH571910,050XX S ADA ST,041A,SIDEWALK,0933,16,04B,22,5,10,8,0
HH572495,048XX S LAFLIN ST,041B,SIDEWALK,0931,20,04B,6,6,11,8,0
HH570058,091XX S MERRILL AVE,051A,STREET,0413,7,04A,1,5,10,8,0
HH571750,017XX W 51ST ST,033A,OTHER,0932,16,03,20,5,10,8,0
